x,y
0,3
1,3
2,5
3,5
4,7
5,11
6,15
7,16
8,19
9,20
10,21
11,22
12,26
13,31
14,34
15,41
16,45
17,54
18,67
19,75
20,84
21,94
22,114
23,127
24,141
25,166
26,188
27,212
28,239
29,262
30,288
31,320
32,354
33,383
34,421
35,463
36,504
37,539
38,576
39,618
40,649
41,671
42,696
43,713
44,730
45,753
46,766
47,786
48,800
49,808
50,815
51,820
52,824
53,830
54,835
55,839
56,842
57,843
58,843
59,845
60,846
61,848
62,848
63,849
64,850
